Nombre_Empleado,Apellido_Empleado,Nombre_Completo,Genero,Cargo,Nivel cargo,Edad ,Ubicacion,Modalidad, Salario , Estado Civil , Telefono , Contrato Indefinido 
DANIELA,VELA,DANIELA VELA,F,Especialista de Software,Junior,29,"Zurich, Suiza",Presencial,"$7,000",C,9494712,Si
ALEXA,URIBE,ALEXA URIBE,F,Desarrollador de software I,Junior,30,"Zurich, Suiza",Presencial,"$10,000",C,9721864,No
LILLY,SERNA,LILLY SERNA,F,Ingeniero de software I,Junior,24,"Lyon, Francia",Presencial,"$8,000",S,9664651,Si
LAUREN,GAMEZ,LAUREN GAMEZ,F,Ingeniero de software I,Junior,22,"Ginebra, Suiza",Presencial,"$7,000",O,9319965,Si
ELSIE,NAVARRETE,ELSIE NAVARRETE,F,Ingeniero de software I,Junior,18,"Lyon, Francia",Presencial,"$7,000",S,8741140,Si
MARGOT,RICO,MARGOT RICO,F,Analista de Software,Junior,23,"Lyon, Francia",Hibrido,"$13,000",C,9347746,Si
ADELYN,OLIVARES,ADELYN OLIVARES,F,Ingeniero de software II,Junior,22,"Lyon, Francia",Teletrabajo,"$10,000",C,9238062,No
ZURI,GIL,ZURI GIL,F,Especialista de Software,Junior,25,"Lyon, Francia",Hibrido,"$7,000",O,8954257,No
BROOKE,PAZ,BROOKE PAZ,F,Analista de Software,Junior,26,"Ginebra, Suiza",Teletrabajo,"$11,000",C,9106739,Si
LILAH,BACA,LILAH BACA,F,Ingeniero de software I,Junior,30,"Zurich, Suiza",Presencial,"$8,000",S,8749413,No
SELENA,BURGOS,SELENA BURGOS,F,Analista de Software,Junior,24,"Basilea, Suiza",Teletrabajo,"$10,000",S,9653843,Si
MYA,CANALES,MYA CANALES,F,Ingeniero de software II,Junior,25,"Ginebra, Suiza",Hibrido,"$6,000",C,9121388,Si
SYDNEY,ANAYA,SYDNEY ANAYA,F,Desarrollador de software II,Junior,28,"Ginebra, Suiza",Hibrido,"$9,000",S,9665443,No
DIANA,BARRAGAN,DIANA BARRAGAN,F,Ingeniero de software I,Junior,21,"Basilea, Suiza",Presencial,"$8,000",S,9399861,No
ANA,BARRON,ANA BARRON,F,Desarrollador de software II,Junior,20,"Madrid, España",Presencial,"$8,000",S,9018677,Si
ALAYNA,MADRID,ALAYNA MADRID,F,Ingeniero de software II,Junior,18,"Touluse, Francia",Teletrabajo,"$10,000",O,9782705,No
NYLA,AREVALO,NYLA AREVALO,F,Especialista de Software,Junior,19,"Touluse, Francia",Hibrido,"$6,000",O,9759517,No
ELAINA,BENAVIDES,ELAINA BENAVIDES,F,Desarrollador de software II,Junior,30,"Zurich, Suiza",Teletrabajo,"$13,000",C,8741185,Si
REBECCA,SOLANO,REBECCA SOLANO,F,Desarrollador de software I,Junior,21,"Touluse, Francia",Hibrido,"$7,000",O,9201375,Si
ANGELA,REYNOSO,ANGELA REYNOSO,F,Especialista de Software,Junior,26,"Touluse, Francia",Hibrido,"$13,000",C,9334103,No
KALI,ROSA,KALI ROSA,F,Especialista de Software,Junior,18,"Touluse, Francia",Hibrido,"$8,000",O,8869698,Si
ALIVIA,BUSTAMANTE,ALIVIA BUSTAMANTE,F,Desarrollador de software II,Junior,23,"Madrid, España",Hibrido,"$10,000",C,9237925,Si
RAEGAN,ARAGON,RAEGAN ARAGON,F,Desarrollador de software I,Junior,29,"Madrid, España",Hibrido,"$12,000",S,9664744,No
PHOEBE,MONTALVO,PHOEBE MONTALVO,F,Ingeniero de software I,Junior,28,"Zurich, Suiza",Presencial,"$10,000",S,8842632,No
CAMILLA,ORNELAS,CAMILLA ORNELAS,F,Analista de Software,Junior,30,"Madrid, España",Teletrabajo,"$7,000",S,9015035,No
JOANNA,CASILLAS,JOANNA CASILLAS,F,Ingeniero de software II,Junior,29,"Madrid, España",Presencial,"$7,000",O,9212095,Si
MALIA,TELLEZ,MALIA TELLEZ,F,Analista de Software,Junior,27,"Lyon, Francia",Hibrido,"$11,000",S,9166957,Si
VIVIENNE,QUINTANILLA,VIVIENNE QUINTANILLA,F,Desarrollador de software I,Junior,27,"Ginebra, Suiza",Teletrabajo,"$13,000",C,9445278,No
BROOKLYNN,WILSON,BROOKLYNN WILSON,F,Desarrollador de software I,Junior,22,"Lyon, Francia",Teletrabajo,"$11,000",C,9656814,Si
EVANGELINE,ALEMAN,EVANGELINE ALEMAN,F,Desarrollador de software II,Junior,21,"Touluse, Francia",Teletrabajo,"$8,000",O,9672749,Si
CAMILLE,OCAMPO,CAMILLE OCAMPO,F,Analista de Software,Junior,18,"Ginebra, Suiza",Teletrabajo,"$8,000",S,8992127,Si
JANE,PRADO,JANE PRADO,F,Ingeniero de software II,Junior,20,"Zurich, Suiza",Teletrabajo,"$7,000",C,9817993,No
NICOLE,PINA,NICOLE PINA,F,Analista de Software,Junior,26,"Zurich, Suiza",Hibrido,"$11,000",O,9775923,No
CATHERINE,CARBAJAL,CATHERINE CARBAJAL,F,Ingeniero de software I,Junior,29,"Lyon, Francia",Presencial,"$10,000",S,9739129,No
JOCELYN,VALADEZ,JOCELYN VALADEZ,F,Especialista de Software,Junior,29,"Madrid, España",Presencial,"$13,000",C,9021709,No
JULIANNA,OJEDA,JULIANNA OJEDA,F,Desarrollador de software I,Junior,25,"Basilea, Suiza",Presencial,"$6,000",S,8746734,Si
LENA,GODINEZ,LENA GODINEZ,F,Desarrollador de software II,Junior,18,"Basilea, Suiza",Presencial,"$13,000",O,9797285,No
LUCILLE,ARREOLA,LUCILLE ARREOLA,F,Analista de Software,Junior,30,"Touluse, Francia",Teletrabajo,"$13,000",C,9077105,No
MCKENNA,RODRIQUEZ,MCKENNA RODRIQUEZ,F,Desarrollador de software I,Junior,25,"Zurich, Suiza",Hibrido,"$7,000",O,9637476,Si
PAIGE,CUELLAR,PAIGE CUELLAR,F,Especialista de Software,Junior,27,"Zurich, Suiza",Teletrabajo,"$12,000",S,9544123,Si
ADELAIDE,AMADOR,ADELAIDE AMADOR,F,Analista de Software,Junior,19,"Ginebra, Suiza",Presencial,"$13,000",S,9211446,Si
CHARLEE,FONSECA,CHARLEE FONSECA,F,Ingeniero de software I,Junior,20,"Lyon, Francia",Presencial,"$12,000",S,9748445,Si
MARIANA,PAGAN,MARIANA PAGAN,F,Especialista de Software,Junior,22,"Zurich, Suiza",Presencial,"$6,000",S,8702617,No
MYLA,HIDALGO,MYLA HIDALGO,F,Especialista de Software,Junior,20,"Lyon, Francia",Hibrido,"$13,000",O,9303904,Si
MCKENZIE,SOTELO,MCKENZIE SOTELO,F,Desarrollador de software II,Junior,25,"Madrid, España",Teletrabajo,"$12,000",O,9806358,No
TESSA,VENEGAS,TESSA VENEGAS,F,Especialista de Software,Junior,19,"Zurich, Suiza",Teletrabajo,"$13,000",C,9335989,Si
MIRIAM,ESCAMILLA,MIRIAM ESCAMILLA,F,Desarrollador de software II,Junior,27,"Zurich, Suiza",Presencial,"$9,000",O,9037028,Si
KAILANI,BETANCOURT,KAILANI BETANCOURT,F,Ingeniero de software II,Junior,27,"Touluse, Francia",Hibrido,"$10,000",O,9736901,No
ALAYAH,ZARATE,ALAYAH ZARATE,F,Desarrollador de software I,Junior,24,"Lyon, Francia",Presencial,"$9,000",O,9875438,No
AMIRA,YBARRA,AMIRA YBARRA,F,Ingeniero de software II,Junior,25,"Ginebra, Suiza",Teletrabajo,"$7,000",S,9235526,No
ADALINE,PATINO,ADALINE PATINO,F,Desarrollador de software II,Junior,27,"Zurich, Suiza",Presencial,"$7,000",C,9430724,Si
MILANI,THOMAS,MILANI THOMAS,F,Ingeniero de software II,Junior,22,"Lyon, Francia",Hibrido,"$10,000",S,8873399,Si
ANNIE,ANDERSON,ANNIE ANDERSON,F,Analista de Software,Junior,21,"Madrid, España",Teletrabajo,"$11,000",O,9573570,Si
LIA,LUJAN,LIA LUJAN,F,Ingeniero de software I,Junior,29,"Touluse, Francia",Teletrabajo,"$8,000",S,8836961,Si
ANGELINA,MARRERO,ANGELINA MARRERO,F,Desarrollador de software II,Junior,29,"Ginebra, Suiza",Presencial,"$11,000",C,9870579,Si
CALI,POLANCO,CALI POLANCO,F,Ingeniero de software I,Junior,18,"Basilea, Suiza",Presencial,"$6,000",O,9011266,No
MAGGIE,ESCALANTE,MAGGIE ESCALANTE,F,Analista de Software,Junior,27,"Ginebra, Suiza",Presencial,"$6,000",C,9642884,No
LEIA,OTERO,LEIA OTERO,F,Desarrollador de software II,Junior,27,"Ginebra, Suiza",Presencial,"$13,000",C,9274824,No
FIONA,MARROQUIN,FIONA MARROQUIN,F,Analista de Software,Junior,24,"Madrid, España",Presencial,"$9,000",C,9192114,Si
BRIELLA,ARTEAGA,BRIELLA ARTEAGA,F,Ingeniero de software II,Junior,29,"Zurich, Suiza",Presencial,"$13,000",C,9719485,No
JOURNEY,TAYLOR,JOURNEY TAYLOR,F,Ingeniero de software II,Junior,23,"Zurich, Suiza",Hibrido,"$7,000",C,9018198,Si
SAYLOR,OLIVAS,SAYLOR OLIVAS,F,Especialista de Software,Junior,18,"Basilea, Suiza",Teletrabajo,"$7,000",C,8780684,Si
JAYLA,VALDES,JAYLA VALDES,F,Ingeniero de software I,Junior,22,"Zurich, Suiza",Hibrido,"$13,000",C,9033531,No
KAIA,LINARES,KAIA LINARES,F,Analista de Software,Junior,27,"Lyon, Francia",Teletrabajo,"$8,000",C,9071457,No
THEA,ARRIAGA,THEA ARRIAGA,F,Ingeniero de software I,Junior,27,"Lyon, Francia",Presencial,"$13,000",C,9876963,Si
ADRIANA,RENDON,ADRIANA RENDON,F,Analista de Software,Junior,29,"Basilea, Suiza",Teletrabajo,"$7,000",O,8903943,No
MARIAH,FELICIANO,MARIAH FELICIANO,F,Analista de Software,Junior,22,"Lyon, Francia",Hibrido,"$10,000",O,9349063,No
JULIET,CASAS,JULIET CASAS,F,Especialista de Software,Junior,21,"Madrid, España",Hibrido,"$11,000",C,8767962,Si
OAKLYNN,SEPULVEDA,OAKLYNN SEPULVEDA,F,Desarrollador de software I,Junior,19,"Ginebra, Suiza",Presencial,"$10,000",S,8930748,No
KIARA,SORIANO,KIARA SORIANO,F,Analista de Software,Junior,22,"Lyon, Francia",Presencial,"$10,000",O,9092092,Si
HAVEN,GALVEZ,HAVEN GALVEZ,F,Desarrollador de software I,Junior,24,"Basilea, Suiza",Teletrabajo,"$13,000",O,9586540,Si
ANIYAH,LEDESMA,ANIYAH LEDESMA,F,Ingeniero de software I,Junior,25,"Touluse, Francia",Hibrido,"$12,000",S,9051935,Si
DELANEY,BANUELOS,DELANEY BANUELOS,F,Desarrollador de software I,Junior,21,"Zurich, Suiza",Teletrabajo,"$6,000",S,9024217,Si
GRACELYNN,BRITO,GRACELYNN BRITO,F,Ingeniero de software I,Junior,26,"Touluse, Francia",Hibrido,"$13,000",S,9588872,No
KENDALL,JACKSON,KENDALL JACKSON,F,Ingeniero de software II,Junior,20,"Lyon, Francia",Hibrido,"$6,000",O,9521056,No
WINTER,BARRIENTOS,WINTER BARRIENTOS,F,Ingeniero de software I,Junior,22,"Basilea, Suiza",Hibrido,"$8,000",C,8783587,Si
LILITH,ZARAGOZA,LILITH ZARAGOZA,F,Desarrollador de software I,Junior,25,"Touluse, Francia",Hibrido,"$10,000",O,9197831,Si
AMIYAH,PRIETO,AMIYAH PRIETO,F,Ingeniero de software II,Junior,21,"Lyon, Francia",Hibrido,"$7,000",C,9698628,Si
EVIE,ARANDA,EVIE ARANDA,F,Desarrollador de software I,Junior,27,"Ginebra, Suiza",Presencial,"$8,000",C,8839436,Si
ALEXANDRIA,MONDRAGON,ALEXANDRIA MONDRAGON,F,Ingeniero de software II,Junior,19,"Zurich, Suiza",Teletrabajo,"$11,000",O,8955805,Si
GRACELYN,VALLEJO,GRACELYN VALLEJO,F,Ingeniero de software I,Junior,18,"Basilea, Suiza",Presencial,"$8,000",O,9226665,Si
GABRIELA,COVARRUBIAS,GABRIELA COVARRUBIAS,F,Ingeniero de software I,Junior,29,"Basilea, Suiza",Hibrido,"$7,000",S,8764637,Si
HARLOW,NAJERA,HARLOW NAJERA,F,Ingeniero de software I,Junior,29,"Zurich, Suiza",Teletrabajo,"$12,000",O,9173166,No
MADILYN,MENA,MADILYN MENA,F,Ingeniero de software II,Junior,21,"Madrid, España",Teletrabajo,"$11,000",C,9505070,Si
MAKAYLA,CHAVARRIA,MAKAYLA CHAVARRIA,F,Ingeniero de software II,Junior,26,"Lyon, Francia",Teletrabajo,"$10,000",O,9605086,Si
EVELYNN,SAAVEDRA,EVELYNN SAAVEDRA,F,Ingeniero de software II,Junior,26,"Touluse, Francia",Teletrabajo,"$7,000",C,8855537,Si
GIA,PULIDO,GIA PULIDO,F,Ingeniero de software II,Junior,21,"Zurich, Suiza",Teletrabajo,"$13,000",O,9554724,No
NINA,MATOS,NINA MATOS,F,Ingeniero de software II,Junior,29,"Touluse, Francia",Hibrido,"$6,000",C,9279518,Si
AMINA,BARRAZA,AMINA BARRAZA,F,Ingeniero de software II,Junior,30,"Basilea, Suiza",Presencial,"$6,000",S,9652205,Si
GISELLE,ALARCON,GISELLE ALARCON,F,Ingeniero de software II,Junior,24,"Madrid, España",Presencial,"$6,000",S,9199525,Si
BRYNN,ARCE,BRYNN ARCE,F,Ingeniero de software II,Junior,28,"Madrid, España",Presencial,"$9,000",C,9484111,Si
BLAIR,JAIMES,BLAIR JAIMES,F,Desarrollador de software I,Junior,24,"Touluse, Francia",Presencial,"$9,000",S,8975761,No
MICHELLE,CEJA,MICHELLE CEJA,F,Desarrollador de software I,Junior,29,"Zurich, Suiza",Teletrabajo,"$12,000",C,9100710,Si
TALIA,MOORE,TALIA MOORE,F,Desarrollador de software I,Junior,21,"Touluse, Francia",Hibrido,"$7,000",O,8737477,Si
DEMI,ARGUETA,DEMI ARGUETA,F,Desarrollador de software I,Junior,20,"Ginebra, Suiza",Teletrabajo,"$6,000",S,9289109,No
ALAYA,NEGRON,ALAYA NEGRON,F,Ingeniero de software II,Junior,23,"Lyon, Francia",Presencial,"$13,000",C,9709954,No
KAYLANI,ORDONEZ,KAYLANI ORDONEZ,F,Ingeniero de software II,Junior,22,"Lyon, Francia",Presencial,"$11,000",C,8826306,Si
IZABELLA,GAMBOA,IZABELLA GAMBOA,F,Desarrollador de software I,Junior,19,"Zurich, Suiza",Presencial,"$13,000",S,8746166,Si
FATIMA,CERDA,FATIMA CERDA,F,Desarrollador de software I,Junior,30,"Zurich, Suiza",Hibrido,"$7,000",O,9479680,Si
MAKENZIE,THOMPSON,MAKENZIE THOMPSON,F,Desarrollador de software I,Junior,19,"Lyon, Francia",Teletrabajo,"$11,000",O,8833369,No
LILLIANA,VALENTIN,LILLIANA VALENTIN,F,Ingeniero de software I,Junior,18,"Ginebra, Suiza",Teletrabajo,"$9,000",S,9602682,No
ARIELLE,SALCEDO,ARIELLE SALCEDO,F,Ingeniero de software I,Junior,27,"Lyon, Francia",Presencial,"$8,000",S,9754612,No
PALMER,HEREDIA,PALMER HEREDIA,F,Ingeniero de software I,Junior,26,"Basilea, Suiza",Hibrido,"$8,000",S,9804422,No
MELISSA,CORNEJO,MELISSA CORNEJO,F,Ingeniero de software I,Junior,30,"Touluse, Francia",Presencial,"$13,000",S,9630117,Si
WILLA,ALCALA,WILLA ALCALA,F,Ingeniero de software I,Junior,21,"Zurich, Suiza",Teletrabajo,"$6,000",O,8743352,Si
SAMARA,ALONZO,SAMARA ALONZO,F,Ingeniero de software I,Junior,20,"Basilea, Suiza",Presencial,"$10,000",C,9859412,No
DESTINY,MOYA,DESTINY MOYA,F,Desarrollador de software I,Junior,28,"Madrid, España",Hibrido,"$10,000",C,8941433,Si
DAHLIA,MIRELES,DAHLIA MIRELES,F,Ingeniero de software I,Junior,27,"Touluse, Francia",Teletrabajo,"$9,000",S,9835720,No
CELESTE,SALDIVAR,CELESTE SALDIVAR,F,Ingeniero de software I,Junior,18,"Zurich, Suiza",Teletrabajo,"$12,000",S,9739222,No
AINSLEY,CAVAZOS,AINSLEY CAVAZOS,F,Desarrollador de software I,Junior,27,"Basilea, Suiza",Presencial,"$12,000",S,8711361,No
RYLIE,PIMENTEL,RYLIE PIMENTEL,F,Ingeniero de software I,Junior,22,"Madrid, España",Presencial,"$6,000",O,9116544,Si
LAURA,LONGORIA,LAURA LONGORIA,F,Arquitecto de Software,Junior,28,"Ginebra, Suiza",Presencial,"$13,000",C,8865178,No
ADELYNN,ANGUIANO,ADELYNN ANGUIANO,F,Ingeniero de software II,Junior,29,"Basilea, Suiza",Presencial,"$6,000",S,9847253,Si
GABRIELLE,WHITE,GABRIELLE WHITE,F,Arquitecto de Software,Junior,24,"Ginebra, Suiza",Presencial,"$6,000",C,8986591,Si
WREN,NEVAREZ,WREN NEVAREZ,F,Especialista de Software,Junior,23,"Basilea, Suiza",Presencial,"$12,000",O,9416578,No
BRINLEY,CRESPO,BRINLEY CRESPO,F,Arquitecto de Software,Junior,27,"Ginebra, Suiza",Hibrido,"$9,000",O,9770150,No
AMORA,ZAMBRANO,AMORA ZAMBRANO,F,Arquitecto de Software,Junior,23,"Ginebra, Suiza",Teletrabajo,"$13,000",S,9250337,Si
LAINEY,BALDERAS,LAINEY BALDERAS,F,Ingeniero de software II,Junior,22,"Basilea, Suiza",Hibrido,"$10,000",C,8896629,No
COLLINS,CAZARES,COLLINS CAZARES,F,Arquitecto de Software,Junior,26,"Lyon, Francia",Teletrabajo,"$8,000",S,9096122,Si
LEXI,RINCON,LEXI RINCON,F,Especialista de Software,Junior,22,"Basilea, Suiza",Presencial,"$7,000",O,8912043,No
AITANA,ONTIVEROS,AITANA ONTIVEROS,F,Arquitecto de Software,Junior,22,"Zurich, Suiza",Teletrabajo,"$9,000",C,9536162,Si
ALESSANDRA,ESPINAL,ALESSANDRA ESPINAL,F,Desarrollador de software II,Junior,24,"Lyon, Francia",Hibrido,"$12,000",O,8984037,No
KENZIE,ALANIZ,KENZIE ALANIZ,F,Ingeniero de software II,Junior,29,"Zurich, Suiza",Hibrido,"$7,000",S,8952839,No
RAELYN,TOLEDO,RAELYN TOLEDO,F,Desarrollador de software II,Junior,28,"Ginebra, Suiza",Presencial,"$10,000",C,9850863,No
ELLE,CORRAL,ELLE CORRAL,F,Ingeniero de software II,Junior,26,"Lyon, Francia",Presencial,"$9,000",S,8700068,No
EVERLEE,TORREZ,EVERLEE TORREZ,F,Desarrollador de software II,Junior,24,"Madrid, España",Teletrabajo,"$11,000",O,8843239,Si
HAISLEY,DELOSSANTOS,HAISLEY DELOSSANTOS,F,Desarrollador de software II,Junior,18,"Lyon, Francia",Hibrido,"$13,000",O,8864956,No
HALLIE,ROBLEDO,HALLIE ROBLEDO,F,Ingeniero de software I,Junior,19,"Touluse, Francia",Teletrabajo,"$10,000",C,9253137,Si
WYNTER,MONTANEZ,WYNTER MONTANEZ,F,Desarrollador de software I,Junior,18,"Touluse, Francia",Hibrido,"$10,000",O,9239226,Si
DALEYZA,BUSTOS,DALEYZA BUSTOS,F,Desarrollador de software II,Junior,18,"Zurich, Suiza",Hibrido,"$13,000",C,9859698,Si
GWENDOLYN,ADAME,GWENDOLYN ADAME,F,Ingeniero de software I,Junior,30,"Basilea, Suiza",Hibrido,"$11,000",C,8993734,No
PAISLEE,PALMA,PAISLEE PALMA,F,Desarrollador de software I,Junior,29,"Basilea, Suiza",Hibrido,"$11,000",O,9793592,No
ARIYAH,VALDIVIA,ARIYAH VALDIVIA,F,Desarrollador de software II,Junior,27,"Zurich, Suiza",Hibrido,"$10,000",O,9575999,Si
VERONICA,ABREU,VERONICA ABREU,F,Ingeniero de software I,Junior,26,"Zurich, Suiza",Presencial,"$9,000",C,9112738,No
HEIDI,HOLGUIN,HEIDI HOLGUIN,F,Desarrollador de software I,Junior,19,"Ginebra, Suiza",Teletrabajo,"$13,000",S,9645206,Si
ANAYA,FRIAS,ANAYA FRIAS,F,Desarrollador de software II,Junior,23,"Lyon, Francia",Presencial,"$6,000",S,9174511,Si
CATALEYA,ACUNA,CATALEYA ACUNA,F,Ingeniero de software I,Junior,22,"Lyon, Francia",Hibrido,"$9,000",S,8978776,No
KIRA,VIDAL,KIRA VIDAL,F,Desarrollador de software I,Junior,19,"Basilea, Suiza",Teletrabajo,"$7,000",C,9139589,Si
AVIANNA,HENRIQUEZ,AVIANNA HENRIQUEZ,F,Desarrollador de software II,Junior,26,"Ginebra, Suiza",Teletrabajo,"$13,000",C,9813255,No
FELICITY,MONTERO,FELICITY MONTERO,F,Ingeniero de software I,Junior,24,"Madrid, España",Teletrabajo,"$6,000",O,9335728,No
AYLIN,CARRERA,AYLIN CARRERA,F,Desarrollador de software I,Junior,25,"Touluse, Francia",Teletrabajo,"$10,000",O,9739257,No
MIRACLE,BUENO,MIRACLE BUENO,F,Desarrollador de software II,Junior,27,"Madrid, España",Teletrabajo,"$12,000",C,8977491,Si
SABRINA,CEBALLOS,SABRINA CEBALLOS,F,Ingeniero de software I,Junior,23,"Touluse, Francia",Hibrido,"$7,000",C,9852229,Si
LANA,BATISTA,LANA BATISTA,F,Desarrollador de software I,Junior,24,"Madrid, España",Presencial,"$9,000",O,8714558,No
OPHELIA,DELGADILLO,OPHELIA DELGADILLO,F,Desarrollador de software II,Junior,26,"Madrid, España",Presencial,"$6,000",O,9756832,Si
ELIANNA,ESPINO,ELIANNA ESPINO,F,Ingeniero de software I,Junior,20,"Ginebra, Suiza",Presencial,"$10,000",S,8850260,Si
ROYALTY,CLARK,ROYALTY CLARK,F,Desarrollador de software I,Junior,26,"Lyon, Francia",Presencial,"$8,000",S,9504062,Si
MADELEINE,PANTOJA,MADELEINE PANTOJA,F,Desarrollador de software II,Junior,20,"Ginebra, Suiza",Teletrabajo,"$10,000",O,8870214,Si
ESMERALDA,OLIVA,ESMERALDA OLIVA,F,Ingeniero de software I,Junior,25,"Lyon, Francia",Hibrido,"$8,000",S,8745372,No
JOY,NEGRETE,JOY NEGRETE,F,Desarrollador de software I,Junior,19,"Ginebra, Suiza",Teletrabajo,"$10,000",S,9142685,Si
KALANI,NARANJO,KALANI NARANJO,F,Ingeniero de software I,Junior,19,"Lyon, Francia",Presencial,"$12,000",O,9824629,No
ESME,APONTE,ESME APONTE,F,Desarrollador de software I,Junior,18,"Zurich, Suiza",Presencial,"$6,000",C,9618715,No
JESSICA,ELIZONDO,JESSICA ELIZONDO,F,Ingeniero de software I,Junior,19,"Ginebra, Suiza",Presencial,"$8,000",S,8713663,No
ARIAH,CHAPA,ARIAH CHAPA,F,Desarrollador de software I,Junior,18,"Touluse, Francia",Hibrido,"$10,000",O,9854461,No
MAKENNA,SOLORZANO,MAKENNA SOLORZANO,F,Ingeniero de software I,Junior,26,"Basilea, Suiza",Teletrabajo,"$13,000",O,8695179,No
NYLAH,AQUINO,NYLAH AQUINO,F,Desarrollador de software I,Junior,29,"Touluse, Francia",Teletrabajo,"$10,000",S,9270934,Si
VIVIANA,URBINA,VIVIANA URBINA,F,Ingeniero de software I,Junior,18,"Lyon, Francia",Presencial,"$11,000",O,9212102,No
CAMRYN,HARRIS,CAMRYN HARRIS,F,Desarrollador de software I,Junior,29,"Touluse, Francia",Hibrido,"$9,000",S,9690183,No
CASSIDY,GAYTAN,CASSIDY GAYTAN,F,Ingeniero de software I,Junior,24,"Zurich, Suiza",Presencial,"$6,000",C,8991317,Si
DREAM,RESENDIZ,DREAM RESENDIZ,F,Desarrollador de software I,Junior,24,"Basilea, Suiza",Teletrabajo,"$10,000",S,9189880,Si
LUCIANA,ALMANZA,LUCIANA ALMANZA,F,Ingeniero de software I,Junior,28,"Madrid, España",Presencial,"$10,000",O,9669514,Si
MAISIE,PUENTE,MAISIE PUENTE,F,Desarrollador de software I,Junior,22,"Lyon, Francia",Hibrido,"$7,000",O,9003629,Si
STEVIE,TAMAYO,STEVIE TAMAYO,F,Ingeniero de software I,Junior,30,"Lyon, Francia",Teletrabajo,"$13,000",C,8870961,No
KATE,ROBINSON,KATE ROBINSON,F,Desarrollador de software I,Junior,19,"Basilea, Suiza",Teletrabajo,"$6,000",S,8778280,Si
DANIELLA,LEWIS,DANIELLA LEWIS,F,Ingeniero de software I,Junior,20,"Madrid, España",Presencial,"$11,000",O,9776911,No
ALICIA,MONROY,ALICIA MONROY,F,Desarrollador de software I,Junior,22,"Madrid, España",Presencial,"$7,000",O,8756181,No
DAPHNE,TEJEDA,DAPHNE TEJEDA,F,Arquitecto de Software,Junior,27,"Lyon, Francia",Presencial,"$10,000",C,8854550,No
FRANCES,ARMENTA,FRANCES ARMENTA,F,Arquitecto de Software,Junior,19,"Lyon, Francia",Presencial,"$12,000",S,9252236,No
CHARLI,TEJADA,CHARLI TEJADA,F,Arquitecto de Software,Junior,29,"Lyon, Francia",Presencial,"$13,000",S,9215190,No
RAVEN,PERALES,RAVEN PERALES,F,Arquitecto de Software,Junior,27,"Touluse, Francia",Presencial,"$9,000",S,9349862,No
PARIS,FARIAS,PARIS FARIAS,F,Arquitecto de Software,Junior,23,"Touluse, Francia",Hibrido,"$8,000",C,9460366,No
NAYELI,GIRON,NAYELI GIRON,F,Arquitecto de Software,Junior,26,"Zurich, Suiza",Teletrabajo,"$13,000",C,8900503,No
SERENA,VILLASENOR,SERENA VILLASENOR,F,Arquitecto de Software,Junior,30,"Basilea, Suiza",Hibrido,"$8,000",C,9825795,Si
HEAVEN,LIRA,HEAVEN LIRA,F,Arquitecto de Software,Junior,22,"Zurich, Suiza",Teletrabajo,"$9,000",S,9172674,Si
HELEN,COLLAZO,HELEN COLLAZO,F,Arquitecto de Software,Junior,18,"Zurich, Suiza",Presencial,"$9,000",C,9468082,Si
HATTIE,NORIEGA,HATTIE NORIEGA,F,Arquitecto de Software,Junior,29,"Madrid, España",Teletrabajo,"$8,000",S,9729626,Si
AVERIE,LIMON,AVERIE LIMON,F,Arquitecto de Software,Junior,20,"Zurich, Suiza",Hibrido,"$11,000",O,9608551,No
MABEL,LEE,MABEL LEE,F,Arquitecto de Software,Junior,27,"Touluse, Francia",Hibrido,"$13,000",C,8683339,No
SELAH,MOJICA,SELAH MOJICA,F,Arquitecto de Software,Junior,30,"Lyon, Francia",Presencial,"$13,000",C,9342148,No
ALLIE,SOLORIO,ALLIE SOLORIO,F,Arquitecto de Software,Junior,30,"Basilea, Suiza",Presencial,"$12,000",C,9226438,Si
MARLEE,CENTENO,MARLEE CENTENO,F,Arquitecto de Software,Junior,26,"Basilea, Suiza",Teletrabajo,"$11,000",C,9721804,Si
KINLEY,ARAUJO,KINLEY ARAUJO,F,Arquitecto de Software,Junior,19,"Basilea, Suiza",Hibrido,"$8,000",S,9504677,Si
REGINA,BANDA,REGINA BANDA,F,Arquitecto de Software,Junior,22,"Ginebra, Suiza",Teletrabajo,"$10,000",C,9300308,Si
CARMEN,RODRIGUES,CARMEN RODRIGUES,F,Arquitecto de Software,Junior,25,"Madrid, España",Hibrido,"$13,000",O,9341572,No
JENNIFER,MACHADO,JENNIFER MACHADO,F,Arquitecto de Software,Junior,20,"Lyon, Francia",Hibrido,"$10,000",C,9603551,Si
ALISON,APARICIO,ALISON APARICIO,F,Arquitecto de Software,Junior,20,"Touluse, Francia",Hibrido,"$8,000",O,9794035,No
STEPHANIE,SORIA,STEPHANIE SORIA,F,Arquitecto de Software,Junior,26,"Madrid, España",Hibrido,"$12,000",S,9737297,No
MAREN,ANGEL,MAREN ANGEL,F,Arquitecto de Software,Junior,23,"Ginebra, Suiza",Hibrido,"$11,000",O,8678655,No
KAYLEIGH,GARAY,KAYLEIGH GARAY,F,Arquitecto de Software,Junior,28,"Madrid, España",Presencial,"$11,000",C,9419785,No
ANNALISE,WALKER,ANNALISE WALKER,F,Arquitecto de Software,Junior,22,"Zurich, Suiza",Teletrabajo,"$9,000",O,9241429,Si
